check_stop,sentiment
pkp putuskan rantaian covid terbukti tengok bulan puasa zero kes,neutral
matter first second third th wave still need comply strict sop personal hygiene,neutral
doa beranak jauhi virus yea hsband bawa okt positif covid 😌 self quarantine moga doa baikbaik berbalik balik 😌 terima kasih 😌,positive
tak pkp turun tunggu pkp hati,neutral
sehari banyak saringan bagitau sehari saringan angka positif saringan letak positif hairan pusat kuarantin tak boleh catwalk mane kkm letak berpuluh ribu pisitif,negative
kkm sampai takat kkm tidak uruskan bila dijangkiti tested positif dibiarkan seminggu tanpa dibawa kuarantin berkontak rapat tidak dihubungi kkm berkontak rapat pergi alasan tidak berkuarantin kkm tidak menghubungi sikap tidak bertanggungjawab mengakibatkan kes meningkat kes meningkat bukan pkp tidak efektif kkm melantik kerajaan swasta menguruskan kes baru kontak rapat,negative
shocked forgot warm water baselina suggested,negative
sop gov buka rents daerah jangan berkeliran bersuka ria pkp spa susah kerja susah jangan seronok,negative
masa letih scan sejahtera bila normal balik bebas 🥺 🥺,negative
transparent vaccine purchase whts cost next pfizer shipment lets private handle affordable public choose approved licensed vaccine prepared nxt election still sits well,negative
turun perayaan raya baru naik balik rocket,negative
boring main lagu pkp pkpd pkpp pkpk,negative
allow schools open 🥲,negative
alhandulli syukur turun kes especially,positive
alhmdulil diharap pkpp permission rentas negeri berkwin negeri kesian diirg asyik postponed tarikh kbnrn polis penat nth polis malas layan gov buka rentas negeri,neutral
kejar lama bertahan juara duduk teperuk rumah 😭 😭 😭 😭,negative
pkp lambat nau start pkp,negative
kes menurun elok tak boleh rentas negeri tidak bercuti kes turun angka,positive
maaf dibenarkan merentas negeri tujuan bersalin kampung tak berlaku redzone,negative
alhamdulillah kes menurun harap esok menurun,positive
try total lockdown minggu tutup hanya kedai runcit supermarket buka tidak turun baru,neutral
many people still not wearing correctly,negative
alhmdulli boleh rentas daerah jangan lupa diri patuhi sop,positive
cilakak prudential tak penah claim sesen tapi naikkan kali naik alhamdulillah sehat selamat tak kemalangan sakit naik ringgit boleh terima naik ringgit boleh bincang ringgit sbulan kali tat susah pendemik gaji tak naik time naik tak pakai skrip tak baca polisi lebaq win,negative
tinggi bila turun,negative
allahu tidak nagis hapa kes kematian takziah pergi mengadap ilahi 😢,negative
semoga pesakit covid cepat sembuh amin,positive
seawal pandemik melanda malaysia kes kematian panik kes tinggi drastik ambil keputusan pkp relax,negative
tidak hotlina boleh hantar gambar degil tidak pakai mask tidak pakai mask polis ambil tindakan ramai salahkan ahli politik diri tidak,negative
alhamdulillah cases day day back normal life celebrate raya aidil fitri hope amin 🙏 🏻,positive
biasakan diri membiasakan bulan membaca statistik tiada makna penting jaga diri keluarga,negative
alhamdulillah kes sembuh tahniah kkm,positive
jangan salah kerajaan bukan salah kerajaan kkm berhmpas pulas terbaik,neutral
fokus jaga diri jaga pemakanan jangan putus berdoa berikhtiar hanya berserah diri jangan takut tapi jaga diri semoga melindungi,positive
mco zero gagal better strict mco zero minggu masak sop bazir effort kesian frontliners,negative
sembuh ubat apeya pape boleh prepare apeyg banyak sembuh bagus ubat kkm 🙄 🙄,negative
alhmdlillag cepat surut kes aktf kaki begetar balik kampung,neutral
alhamdulillah usaha malaysia boleh 🇲 🇾,positive
shopping mall still open people still travel work ikea gold store still open many retailer still insist work understand blame no one,negative
lau pkp lockdown jangan keluar tak kerja kes meningkat,negative
berdoa digit angka covid angka zero amin rabbal alamin,positive
mengaku mco zero gagal sektor menyumbang kpda kenaikan kes covid kebenaran operasi miti stop bunda pkp pkpb pkpp kesian meniaga terjejas,negative
pkp rakyat mgeluh klonggaran slhkan krajaan rakyat pkp sekolah bk sbnrnya rakyat mahukan pening menteri,negative
beli trainer basikal bila mco,neutral
mati sakit lama kena tahan hospital lama sumbat ubat jammed buah pinggang tekanan perasaan mati,negative
teruk sat naik sat turun negeri turun angka,negative
harap kkm boleh mini pesakit icu kesedaran ikut sop duduk rumah,negative
pkp banyak sektor buka kerja esok tahniah 👏,negative
harap kes turun semoga rentas negeri lama tidak jumpa keluarga diluar kota boleh pulang,neutral
pkp tidak naik kutip duit rakyat negara tak duit senang citer tak payah pasal kess tinggi rendah ajal maut tangan halang ajal pergi jgak pupuskan pkp kerja susahh surat ader tak kena saman ribu bayangkan sehari kena sebulan kerajaan balik duit kerja susah kos sara hidup tggii fikir poket rakyat bantuan tampung anak bini bukan tak bersyukurr tapi sampai bila rakyat terperap umah tak kerja asyik duitt kerajaan negara tak duitt hapuskan pkp mnyusah rakyat,negative
takut kasih sko anak budak bukan tak jarak palis tanpa sengaja covid menjngkiti,negative
abam miti suruh kerja baru close mengelupor abam miti abam miti suruh mati baik tidak yah darurat baru pkp darurat suruh kerja 😆 😆 😆,negative
kipidap gibab bulan boleh sambut puasa norma baru boleh rentas negeri 😊,positive
yak yea cuti sekolah rentas negeri,negative
tidak yah pkp sakit masuk hospital mati tanam hidup,negative
tidak bahaya covid tengok ramai sembuh kecoh takut tidak bahaya mati sikit penyakit berumur mati accdent ramai mati covid jangan takut tidak bahaya,positive
alhamdulillah tggl harap turun amin,positive
tidak payahlah mengecam menyalahkan pkp rakyat tidak mengapaduli tidak patuhi sop salahkan kerajaan buka kedai banyak patuh sop tak danya berduyun keluar shopping,neutral
bila anak tidak hormat tua dengar nasihat pasal jenis tuanya jenis tidak hormat makbapak tuanya turun anak mewarisi tidak jantan atsu betina,negative
minggu buka sekolah harapnya krjan pkp silap kluster sekolah tidak mustahil,negative
jadi sebenar,negative
tahniah kes kian menurun,positive
data pesakit baru rakyat jelata tidak kes baru setakat letak angka,negative
ribu esok conferm naik tidak ribu tunggu esok,negative
alhamdulillah menurun sampai vaksin semoga wabak dikawal semoga kehidupan berjalan covid,positive
pkp malaysia duduk rumah urusan penting ketua keluarga keluar berurusan tidak pkp diluar ramai keluar makan seronok bersiar belum dihampiri covid suka kesana selamat bila saudaramara kawan baik kenduri kendara bersalah bila tidak mengapargi,negative
jangan kebenaran rentas negeri habis pkp feb tunggu sat bederu kampung jalan time chinese new year keputusn bijak dibenrkan urusan kerja kecemasan,neutral
since new cases menurun percentage kematian meningkat,positive
announce pkp pakat ramai balik kampung duduk saja rumah diam tidak boleh degil rakyat malaysia,negative
little make raise wipe human life,negative
semoga angka beransur mengecil angka normal hilangnya covid amin,positive
laju bebeno ater hey tumpo wehh,negative
turun naik kes esok mungkin turun,neutral
kena pkp niy naik kes selagi tidak pkp covid selagi kes naik 😭 😭,negative
alhamdulilah mudah rentas negeri jumpa ayh 🥰,positive
harap kerajaan malaysia memperketat pkp nama pkp tapi bukan pkp lockdown jangan takut lockdown bulan cepat kes turun,positive
total lockdown tak boleh penyumbang kes tertinggi fokus,neutral
one word ministers quantity big quality zero inept,negative
masyaal kawan setugas baru meninggal kovid bebas pkp tapi tak fikirkan ekonomi sepenuhnya nyawa tak turun angka dibiar bebas kesana kesini allahuakhbar covid dipolitikkan,negative
belajar singapora control covid,positive
numbers reducing tests reduced still take precautions,negative
vs beza angka 🙊,neutral
alhamdulli kes menurun cerah harapan merentas daerah negeri cahaya hujung mnyambut ramadhan raya keluarga tercinta kampung 😂 😂 😂 😂 😂 😂,positive
pray husband hope second swab negative anak rindu intai bawah pintu hantar pt covid hospital pusat kuarantin kuarantin keep fighting uols,positive
maaf kecam tengok letak spec hitam kepala lepastuh pergi duty free pengkalan kubor duduk tengok coklat daim pepero mask letak dagu duduk ulang ayat murahnya murahnyerr duduk murah duduk bersin negeri hijoo kalut mengeletis masuk area alasan beli baju raya lama tak pergi pavi koo time tak cobid nenten menganas ponder launching produk panggil ponder segak cantik pergi majlis loncing produk pakat tangkap gmbar lutut kaki memasing kalah ponder produk kopek tembam kopek asli tudung kalis api neraka ponder krim merah menya mulut duduk jaga sop tapi memasing tgkp gmbar kaki peluk memeluk mask tak mekap tebal jarak marikh pluto tak ar pakai mask si insta pemes naik basikal sampai berhenti kedai makan nasi kandar loqstaq sekoq habuk tak pakai mask instafemes satg pakai mask tak kenai ahli politik pergi bantuan sibuk duduk ambil berkat ahli politik keping gambaq bantuan sop kelaut pasai kena depa bantuan kena gmbaq penerima bantuan tak lani marah penting diri,negative
kebanyakan kes kerja boleh buka banyak sektor pandai,negative
alhamdulillah syukur tahniah kkm kes sembuh berterusan memotong kes baru margin bsr kes aktif susut turun tempoh didoakan semoga trend berterusan semoga merahmati,positive
berdoa pkp first majoriti komen majoriti salah menyalah positifkan diri suka tidak suka ujian swt berdoa,positive
alhamdulillah sikit masa boleh rentas negeri drive beli car perfume mood drive,positive
jangan hentam hanya angka tinggi pkp hanya dinilai minggu ikut sop kekal rumah tiada urusan ketatkan sop sokong usaha kerajaan not least doa baik doa baik doa cerminan adab terima kasih frontliners ❤,positive
kerajaan cerdik maknanya pkp kluster banyak kes beroperasi kilang sektor perumahan kes kurang pasar malam tidak kes tutup tidak pkp,negative
pkp pergi kedai pergi bertempur kena pergi sorg pakai mask sanitize balik rumah cepat bersihkan diri bawa anak kedai takut baru menjemah ambil angin umah polis ronda suruh duduk rumah pkp tidak pkp berkeliaran lalat,negative
rakyat pandai menyalak facebook salahkak kerajaan tapi hakikatnya rakyat tidak patuh sop bila pkpb rakyat kelonggaran bila longar kambing keluar reban kes tidak meningkat rakyat patuh arahan kerajaan,negative
vs,negative
pkpd senang tak payah rentas negeri berjalan tiada mknanya fikir diri tak fikir takut pergi bercuti batal takut virus tak nampak tak zon merah pergi berjalan merata bawa virus zon hijau kena mnysuhkan boleh rentas negeri daerah selagi virus tak habis,negative
tahniah anggota kkm meningkatkan kes sembuh,positive
sabar tinggal turunkan takhta 🤣,neutral
hebat,neutral
raya sakan kali tidak payah pakai mask,negative
semoga penurunan kes bertambah baik suasana sedia,positive
allahu covid tnggi,negative
buka ramai bebas bergerak banyak hospital tersedia pesakit covid lagipun memasing reti bahaso sop tidak berapo nok hadam sop rakyat doh kayo bokalih setakat denda ribu pong memasing bayar memasing keluar kwsp 😡 😡 😡 😡 😡 😡,negative
pasar malam buka pkp,negative
bulan kes ribu sehari kes berpunca kj tapi kj tak sekurang kurangnya minggu kurangkan kadar kebolehjangkitan baru operasi,negative
sampai tahap terfikir angka mainan politik 😥,negative
government give pkp people not following pkp factory open people working control covid always like,negative
alhamdulillah berkurang kes positive harian tidak update carta dunia tengok kedudukan malaysia no,positive
inject vaccine kes positive harian menurun,neutral
sejenis tidak reti duduk rumah kes meningkat selagi tidak kena selagi berjalan,negative
baik tutup industri berpanjangan tapi tak kesudahan lock angka kebawah berpanjangan sampai bila bisnes still tahap tak penambah baik penat frontliner sampai bila,negative
tak perubahan kes naik kwsan zon merah seeloknya tak boleh rentas negeri 😵,negative
salah meninggal pakcik terjangkit covid cari rezeki doktor covid tak menampak ajal tapi sedih meninggal tiada tatap jenazah kali,negative
🐂 year hardship 🐂,negative
naik care anymora,negative
kelonggaran jemaah masjid 😔 pkp pkpd daa shopping mall buka kedai gunting buka sah sentuhan jarak sembahyang masjid tidak boleh bukan tidak boleh sanitizer negara bukan islam elok muslim berjemaah masjid face mask stokin jadi mangsa rakyat kkm,negative
cantik no kes sembuh alhamdulillah,positive
swab test banyak hasil tuaian,negative
alhamdulillah semoga cepat dibenarkan rentas negeri,positive
pelik tengok kes covid kes naik celah tidak 🤣 🤣 🤣 🤣 bertabah rakyat malaysia semoga dilindungi dijauhkan ikut sop ditetapkan,negative
syukur alhamdulillah kes sembuh melebihi kes baharu usaha kkm membuahkan hasil baik kasih kkm usaha murni sinar rakyat tinggi tahniah rakyat kkm bertungkus lumus melaksanakan tugas syukur 👍 👍 👍,positive
tunggu keputusan isnin pm pengumuman,neutral
alhamdulillah minggu cumulative kes boleh turun bawah,positive
tengok kes cecah ribu tapi ambulans hospital tiada nampak sibuk kerajaan kkm listkan nama pesakit area kes covid angka kes covid membuatkan rakyat malaysia ketakutan kebimbangan tapi bulan kerajaan tamatkan pkp kes mencecah ribuan,negative
mean country still first wave becoz previously never reached low baselina zero laugh die explanation,negative
waiting close schools,negative
bila pkp tapi boleh kerja bising bila pkp tidak boleh kerja bising habis nyaa apaa,negative
pkp benda tengok keluar shah alam,negative
teruk everyday still digit,negative
berkat solat jumaat baru solat rakaat iman baca doa qunut doa tolak wabak walaupun ramai keliru masa sbyng jumaat doa qunut,positive
sembang tak payah rentas negeri takpa duduk bawah tiak kampung puih,negative
alhamdulillah kes turun harap ramadan sambut bersih wabak covid,positive
look recovery rate,positive
moga kes sembuh bertambah bapa mentuaku amin,positive
